iso_code,location,date,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cvd_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_100k
ABW,Aruba,13-03-20,18.733,18.733,0,0,0,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,20-03-20,37.465,18.733,0,0,30.56,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,24-03-20,112.395,74.93,0,0,41.67,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,25-03-20,159.227,46.831,0,0,41.67,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,26-03-20,177.959,18.733,0,0,41.67,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,27-03-20,262.256,84.296,0,0,41.67,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,28-03-20,262.256,0,0,0,41.67,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,29-03-20,262.256,0,0,0,82.41,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,30-03-20,468.314,206.058,0,0,82.41,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,01-04-20,515.145,46.831,0,0,82.41,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,02-04-20,515.145,0,0,0,82.41,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,03-04-20,561.977,46.831,0,0,82.41,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,04-04-20,580.709,18.733,0,0,82.41,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,05-04-20,599.442,18.733,0,0,82.41,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,06-04-20,599.442,0,0,0,82.41,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,07-04-20,665.006,65.564,0,0,82.41,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,08-04-20,693.105,28.099,0,0,82.41,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,09-04-20,721.203,28.099,0,0,82.41,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,10-04-20,768.035,46.831,0,0,86.11,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,11-04-20,805.5,37.465,0,0,82.41,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,12-04-20,861.698,56.198,0,0,86.11,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,13-04-20,861.698,0,0,0,86.11,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,14-04-20,861.698,0,0,0,82.41,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,15-04-20,861.698,0,0,0,82.41,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,16-04-20,871.064,9.366,9.366,9.366,82.41,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,17-04-20,889.796,18.733,9.366,0,82.41,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,18-04-20,899.163,9.366,18.733,9.366,85.19,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,19-04-20,899.163,0,18.733,0,85.19,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,20-04-20,908.529,9.366,18.733,0,82.41,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,21-04-20,908.529,0,18.733,0,82.41,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,22-04-20,908.529,0,18.733,0,82.41,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,23-04-20,936.628,28.099,18.733,0,82.41,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,24-04-20,936.628,0,18.733,0,82.41,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,25-04-20,936.628,0,18.733,0,82.41,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,26-04-20,936.628,0,18.733,0,82.41,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,27-04-20,936.628,0,18.733,0,82.41,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,28-04-20,936.628,0,18.733,0,82.41,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,29-04-20,936.628,0,18.733,0,82.41,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,30-04-20,936.628,0,18.733,0,82.41,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,01-05-20,936.628,0,18.733,0,82.41,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,02-05-20,936.628,0,18.733,0,82.41,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,03-05-20,936.628,0,18.733,0,82.41,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,04-05-20,936.628,0,18.733,0,78.7,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,05-05-20,936.628,0,18.733,0,78.7,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,06-05-20,936.628,0,18.733,0,78.7,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,07-05-20,945.994,9.366,18.733,0,78.7,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,08-05-20,945.994,0,28.099,9.366,78.7,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,09-05-20,945.994,0,28.099,0,78.7,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,10-05-20,945.994,0,28.099,0,78.7,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,11-05-20,945.994,0,28.099,0,78.7,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,12-05-20,945.994,0,28.099,0,78.7,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,13-05-20,945.994,0,28.099,0,78.7,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,14-05-20,945.994,0,28.099,0,78.7,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,15-05-20,945.994,0,28.099,0,78.7,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,16-05-20,945.994,0,28.099,0,78.7,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,17-05-20,945.994,0,28.099,0,78.7,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,18-05-20,945.994,0,28.099,0,45.37,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,19-05-20,945.994,0,28.099,0,45.37,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,20-05-20,945.994,0,28.099,0,45.37,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,21-05-20,945.994,0,28.099,0,45.37,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,22-05-20,945.994,0,28.099,0,,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,23-05-20,945.994,0,28.099,0,,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,24-05-20,945.994,0,28.099,0,,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
ABW,Aruba,25-05-20,945.994,0,28.099,0,,106766,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,
AFG,Afghanistan,31-12-19,0,0,0,0,,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,01-01-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,02-01-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,03-01-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,04-01-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,05-01-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,06-01-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,07-01-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,08-01-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,09-01-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,10-01-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,11-01-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,12-01-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,13-01-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,14-01-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,15-01-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,16-01-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,17-01-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,18-01-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,19-01-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,20-01-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,21-01-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,22-01-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,23-01-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,24-01-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,25-01-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,26-01-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,27-01-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,28-01-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,29-01-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,30-01-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,31-01-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,01-02-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,02-02-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,03-02-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,04-02-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,05-02-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,06-02-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,07-02-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,08-02-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,09-02-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,10-02-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,11-02-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,12-02-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,13-02-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,14-02-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,15-02-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,16-02-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,17-02-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,18-02-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,19-02-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,20-02-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,21-02-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,22-02-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,23-02-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,24-02-20,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,25-02-20,0.026,0.026,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,26-02-20,0.026,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,27-02-20,0.026,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,28-02-20,0.026,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,29-02-20,0.026,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,01-03-20,0.026,0,0,0,19.44,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,02-03-20,0.026,0,0,0,22.22,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,08-03-20,0.103,0.077,0,0,22.22,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,11-03-20,0.18,0.077,0,0,22.22,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,15-03-20,0.257,0.077,0,0,33.33,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,16-03-20,0.411,0.154,0,0,33.33,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,17-03-20,0.539,0.128,0,0,33.33,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,18-03-20,0.565,0.026,0,0,36.11,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,19-03-20,0.565,0,0,0,36.11,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,20-03-20,0.565,0,0,0,36.11,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,21-03-20,0.617,0.051,0,0,36.11,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,22-03-20,0.617,0,0,0,36.11,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,23-03-20,0.873,0.257,0,0,36.11,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,24-03-20,1.028,0.154,0.026,0.026,45.37,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,25-03-20,1.079,0.051,0.026,0,53.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,26-03-20,1.927,0.848,0.026,0,53.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,27-03-20,1.927,0,0.026,0,53.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,28-03-20,2.338,0.411,0.051,0.026,62.04,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,29-03-20,2.723,0.385,0.077,0.026,62.04,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,30-03-20,2.928,0.206,0.103,0.026,62.04,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,31-03-20,3.622,0.694,0.103,0,62.04,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,01-04-20,4.264,0.642,0.103,0,62.04,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,02-04-20,4.932,0.668,0.103,0,62.04,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,03-04-20,6.037,1.105,0.103,0,62.04,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,04-04-20,6.037,0,0.103,0,62.04,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,05-04-20,6.936,0.899,0.128,0.026,73.15,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,06-04-20,7.681,0.745,0.18,0.051,73.15,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,07-04-20,8.657,0.976,0.18,0,73.15,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,08-04-20,9.428,0.771,0.283,0.103,73.15,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,09-04-20,10.866,1.439,0.36,0.077,73.15,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,10-04-20,12.433,1.567,0.385,0.026,73.15,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,11-04-20,13.384,0.95,0.385,0,73.15,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,12-04-20,14.257,0.873,0.462,0.077,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,13-04-20,15.593,1.336,0.462,0,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,14-04-20,17.083,1.49,0.539,0.077,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,15-04-20,18.341,1.259,0.591,0.051,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,16-04-20,20.14,1.798,0.642,0.051,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,17-04-20,20.396,0.257,0.745,0.103,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,18-04-20,21.707,1.31,0.771,0.026,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,19-04-20,23.325,1.618,0.771,0,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,20-04-20,25.585,2.261,0.848,0.077,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,21-04-20,26.485,0.899,0.899,0.051,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,22-04-20,28.052,1.567,0.925,0.026,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,23-04-20,30.209,2.158,1.028,0.103,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,24-04-20,32.907,2.697,1.079,0.051,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,25-04-20,34.705,1.798,1.105,0.026,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,26-04-20,37.582,2.877,1.207,0.103,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,27-04-20,39.329,1.747,1.464,0.257,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,28-04-20,43.747,4.418,1.464,0,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,29-04-20,46.932,3.185,1.541,0.077,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,30-04-20,50.066,3.134,1.541,0,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,01-05-20,55.769,5.703,1.644,0.103,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,02-05-20,59.982,4.213,1.747,0.103,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,03-05-20,63.424,3.442,1.85,0.103,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,04-05-20,69.461,6.037,2.183,0.334,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,05-05-20,74.342,4.881,2.312,0.128,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,06-05-20,82.819,8.477,2.44,0.128,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,07-05-20,87.134,4.316,2.672,0.231,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,08-05-20,91.527,4.393,2.723,0.051,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,09-05-20,97.05,5.523,2.8,0.077,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,10-05-20,103.601,6.55,2.954,0.154,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,11-05-20,113.08,9.479,3.083,0.128,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,12-05-20,120.401,7.321,3.134,0.051,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,13-05-20,127.593,7.193,3.262,0.128,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,14-05-20,134.247,6.653,3.339,0.077,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,15-05-20,137.149,2.903,3.494,0.154,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
AFG,Afghanistan,16-05-20,164.456,27.307,4.316,0.822,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5
